id,module,priority,platform,window,state,title,steps,expected,required_evidence,status,blocker_or_notes,source_commit,artifact_sha256,device_os_webview,actual_evidence,tested_at
WIN-04,M7,P0,系统窗口,两个实际任务窗口,ownership/lifecycle,旧回调与 close 隔离,A 慢 TTS/OCR/preview 返回前切 B；触发 A close/onCleared,旧结果不清 B 音频或覆盖其文档/marks,窗口身份、租约/代次、真实播放和冷恢复记录,NOT_RUN,,,,,,
WIN-05,M7,P0,系统窗口,两个实际任务窗口,ownership/lifecycle,所有者窗口关闭,播放窗关闭，保留另一窗口；全部关后重开,按定义迁移/保存；不抢前台；恢复默认暂停,窗口身份、租约/代次、真实播放和冷恢复记录,NOT_RUN,,,,,,
WIN-06,M7,P0,系统窗口,两个实际任务窗口,ownership/lifecycle,账号切换代次,A/B 存在时切账号，再让旧任务完成,旧账号书签/文件/音频/授权不进入新账号,窗口身份、租约/代次、真实播放和冷恢复记录,NOT_RUN,,,,,,
WIN-07,M7,P0,系统窗口,两个实际任务窗口,ownership/lifecycle,持久恢复,配置重建、系统回收、强停后手动重开分别测试,按场景最小书签恢复；Bundle 无大数据；不自动开播,窗口身份、租约/代次、真实播放和冷恢复记录,NOT_RUN,,,,,,
WIN-08,M7,P0,系统窗口,两个实际任务窗口,ownership/lifecycle,分屏可见失焦与音频焦点,拖窗口失焦；后台；锁屏；耳机/电话焦点中断,区分生命周期与用户暂停；通知控制与焦点策略正确,窗口身份、租约/代次、真实播放和冷恢复记录,NOT_RUN,,,,,,
SYS-01,M7,P1,Android 系统,目标真实硬件,正常运行,真键盘标准输入与快捷键,外接键盘 Tab/方向键/Enter/Escape/Space/Ctrl+A/C/V；输入框和正文分别测,焦点可见；编辑不被播放快捷键抢走；退出只关顶层,硬件/系统清单、真实时钟录像与操作记录,NOT_RUN,,,,,,
SYS-02,M7,P1,Android 系统,目标真实硬件,正常运行,TalkBack 和大字号,语音导航全部核心流程；最大字号下点控件,语义准确；触控目标>=48dp；无重叠或焦点困住,硬件/系统清单、真实时钟录像与操作记录,NOT_RUN,,,,,,
SYS-03,M7,P1,Android 系统,目标真实硬件,正常运行,鼠标/触控板/笔,点击、滚动、hover、缩放及系统笔输入,按目标设备真实能力可用；无隐藏必需操作,硬件/系统清单、真实时钟录像与操作记录,NOT_RUN,,,,,,
SYS-04,M7,P1,Android 系统,目标真实硬件,正常运行,折叠与显示器变化,折叠展开、铰链、窗口移外接屏或变密度,同内容与会话保留；坐标转换更新；非已测硬件不报通过,硬件/系统清单、真实时钟录像与操作记录,NOT_RUN,,,,,,
SYS-05,M7,P1,Android 系统,目标真实硬件,正常运行,正常启动动画,Release 正常冷启动，真实时钟录像 loading,动画和真实进展正常；不以测试时钟冻结判断产品失败,硬件/系统清单、真实时钟录像与操作记录,NOT_RUN,,,,,,
CORE-CN-R-K,M8,P0,CN/中文,最终 Release 平板；手机回归,真实账号新生成,朗读 × 常规/Kokoro,使用自有新样本和生产路由；确认生成、实际播放、下一段/块；旋转并暂停恢复,正确模型/voice/host；真实进度；对应高亮或原文 marks；非试听/缓存替代,artifact/source hash；request/task；位置采样；下一段/块；截图/必要音频；额度,NOT_RUN,,,,,,
CORE-CN-R-PUBLIC,M8,P0,CN/中文,最终 Release 平板；手机回归,真实账号新生成,朗读 × 社区,使用自有新样本和生产路由；确认生成、实际播放、下一段/块；旋转并暂停恢复,正确模型/voice/host；真实进度；对应高亮或原文 marks；非试听/缓存替代,artifact/source hash；request/task；位置采样；下一段/块；截图/必要音频；额度,NOT_RUN,,,,,,
CORE-CN-R-PRIVATE,M8,P0,CN/中文,最终 Release 平板；手机回归,真实账号新生成,朗读 × 私人,使用自有新样本和生产路由；确认生成、实际播放、下一段/块；旋转并暂停恢复,正确模型/voice/host；真实进度；对应高亮或原文 marks；非试听/缓存替代,artifact/source hash；request/task；位置采样；下一段/块；截图/必要音频；额度,NOT_RUN,,,,,,
CORE-CN-E-K,M8,P0,CN/中文,最终 Release 平板；手机回归,真实账号新生成,解读 × 常规/Kokoro,使用自有新样本和生产路由；确认生成、实际播放、下一段/块；旋转并暂停恢复,正确模型/voice/host；真实进度；对应高亮或原文 marks；非试听/缓存替代,artifact/source hash；request/task；位置采样；下一段/块；截图/必要音频；额度,NOT_RUN,,,,,,
CORE-CN-E-PUBLIC,M8,P0,CN/中文,最终 Release 平板；手机回归,真实账号新生成,解读 × 社区,使用自有新样本和生产路由；确认生成、实际播放、下一段/块；旋转并暂停恢复,正确模型/voice/host；真实进度；对应高亮或原文 marks；非试听/缓存替代,artifact/source hash；request/task；位置采样；下一段/块；截图/必要音频；额度,NOT_RUN,,,,,,
CORE-CN-E-PRIVATE,M8,P0,CN/中文,最终 Release 平板；手机回归,真实账号新生成,解读 × 私人,使用自有新样本和生产路由；确认生成、实际播放、下一段/块；旋转并暂停恢复,正确模型/voice/host；真实进度；对应高亮或原文 marks；非试听/缓存替代,artifact/source hash；request/task；位置采样；下一段/块；截图/必要音频；额度,NOT_RUN,,,,,,
CORE-Global-R-K,M8,P0,Global/英文,最终 Release 平板；手机回归,真实账号新生成,朗读 × 常规/Kokoro,使用自有新样本和生产路由；确认生成、实际播放、下一段/块；旋转并暂停恢复,正确模型/voice/host；真实进度；对应高亮或原文 marks；非试听/缓存替代,artifact/source hash；request/task；位置采样；下一段/块；截图/必要音频；额度,NOT_RUN,,,,,,
CORE-Global-R-PUBLIC,M8,P0,Global/英文,最终 Release 平板；手机回归,真实账号新生成,朗读 × 社区,使用自有新样本和生产路由；确认生成、实际播放、下一段/块；旋转并暂停恢复,正确模型/voice/host；真实进度；对应高亮或原文 marks；非试听/缓存替代,artifact/source hash；request/task；位置采样；下一段/块；截图/必要音频；额度,NOT_RUN,,,,,,
CORE-Global-R-PRIVATE,M8,P0,Global/英文,最终 Release 平板；手机回归,真实账号新生成,朗读 × 私人,使用自有新样本和生产路由；确认生成、实际播放、下一段/块；旋转并暂停恢复,正确模型/voice/host；真实进度；对应高亮或原文 marks；非试听/缓存替代,artifact/source hash；request/task；位置采样；下一段/块；截图/必要音频；额度,NOT_RUN,,,,,,
CORE-Global-E-K,M8,P0,Global/英文,最终 Release 平板；手机回归,真实账号新生成,解读 × 常规/Kokoro,使用自有新样本和生产路由；确认生成、实际播放、下一段/块；旋转并暂停恢复,正确模型/voice/host；真实进度；对应高亮或原文 marks；非试听/缓存替代,artifact/source hash；request/task；位置采样；下一段/块；截图/必要音频；额度,NOT_RUN,,,,,,
CORE-Global-E-PUBLIC,M8,P0,Global/英文,最终 Release 平板；手机回归,真实账号新生成,解读 × 社区,使用自有新样本和生产路由；确认生成、实际播放、下一段/块；旋转并暂停恢复,正确模型/voice/host；真实进度；对应高亮或原文 marks；非试听/缓存替代,artifact/source hash；request/task；位置采样；下一段/块；截图/必要音频；额度,NOT_RUN,,,,,,
CORE-Global-E-PRIVATE,M8,P0,Global/英文,最终 Release 平板；手机回归,真实账号新生成,解读 × 私人,使用自有新样本和生产路由；确认生成、实际播放、下一段/块；旋转并暂停恢复,正确模型/voice/host；真实进度；对应高亮或原文 marks；非试听/缓存替代,artifact/source hash；request/task；位置采样；下一段/块；截图/必要音频；额度,NOT_RUN,,,,,,
VOICE-01,M8,P0,CN+Global,最终 Release,切换/等待/错误,两种模式完整换声链,CN/Global 各在 Read/Explain 做常规→社区→私人→常规，播放中和暂停后都做,位置续接；用户暂停优先；无旧音频回流,voice/request/owner 代次、位置、暂停意图及额度证据,NOT_RUN,,,,,,
VOICE-02,M8,P0,CN+Global,最终 Release,切换/等待/错误,准备中撤销与快速切换,私人声音准备时切回常规；旧请求之后返回,旧 generation 不接管；当前声音正常继续下一段,voice/request/owner 代次、位置、暂停意图及额度证据,NOT_RUN,,,,,,
VOICE-03,M8,P0,CN+Global,最终 Release,切换/等待/错误,朗读解读互切与试听,Read→Explain→Read；播放/暂停时试听并返回,所有实际播放器唯一归属；试听恢复尊重用户意图,voice/request/owner 代次、位置、暂停意图及额度证据,NOT_RUN,,,,,,
VOICE-04,M8,P0,CN+Global,最终 Release,切换/等待/错误,额度与错误恢复,核对真实已用/预留；常规不扣克隆；未知/不足/网络失败再恢复,符合既有合同；不重复扣额；不把门禁拒绝写成通过,voice/request/owner 代次、位置、暂停意图及额度证据,NOT_RUN,,,,,,
VOICE-05,M8,P0,CN+Global,最终 Release,切换/等待/错误,等待暂停和定时,buffering/边界时暂停、定时结束，再手动恢复,迟到音频不自动播放；用户明确继续才恢复,voice/request/owner 代次、位置、暂停意图及额度证据,NOT_RUN,,,,,,
PERF-01,M8,P0,平板+手机,真实设备,长时/升级,30 次几何变化,真实时钟持续播放，30 次旋转/缩放；最后暂停恢复,无崩溃/串音/错位；位置和资源可解释,基线指标、PSS/掉帧/音频/耗电趋势、升级前后记录,NOT_RUN,,,,,,
PERF-02,M8,P0,平板+手机,真实设备,长时/升级,60 分钟稳定性,长文/书籍多段多页，反复窗口开关/缩放与前后台,满足事先记录的基线预算；无持续无界 PSS/资源增长,基线指标、PSS/掉帧/音频/耗电趋势、升级前后记录,NOT_RUN,,,,,,
PERF-03,M8,P0,平板+手机,真实设备,长时/升级,包升级保数据,由当前真实正式手机版同签名覆盖升级；重开各平台,账号/Cookie/书架/下载/偏好/旧 checkpoint 保留,基线指标、PSS/掉帧/音频/耗电趋势、升级前后记录,NOT_RUN,,,,,,
PERF-04,M8,P0,平板+手机,真实设备,长时/升级,完整手机功能保留,按线上手机功能清单逐项回归，包含导入/声音/平台/支付入口,手机路径不被平板改动覆盖或裁剪,基线指标、PSS/掉帧/音频/耗电趋势、升级前后记录,NOT_RUN,,,,,,
REL-01,M9,P0,目标渠道,商店/制品,发布前后,最终构建和源码门禁,Release 单测/lint/合同；双 flavor 要求；核对 ancestry/source/config/bundle,最终包与证据绑定；失败/0 tests/skip 不冒充全绿,构建、签名/hash、资产清单与真实提交/下载回执,NOT_RUN,,,,,,
REL-02,M9,P0,目标渠道,商店/制品,发布前后,签名配置与设备过滤,核对 APK/AAB 包名/签名/version/flavor/不可调试/生产配置/资源/夹具/权限,同渠道手机和平板可安装；原数据可升级；测试内容不进发布包,构建、签名/hash、资产清单与真实提交/下载回执,NOT_RUN,,,,,,
REL-03,M9,P0,目标渠道,商店/制品,发布前后,五场景平板物料,实际 Android 截首页、Kindle 地心游记朗读、解读、音色、文件入口，中英文和目标尺寸,不使用 iOS UI 冒充 Android；顺序/尺寸/hash 记录；逐张目检,构建、签名/hash、资产清单与真实提交/下载回执,NOT_RUN,,,,,,
REL-04,M9,P0,目标渠道,商店/制品,发布前后,商店差异与文案,核对 tablet 资产与功能说明，保留原手机图和无关字段,能力声明与已验证范围一致；不改无关价格/地区/隐私设置,构建、签名/hash、资产清单与真实提交/下载回执,NOT_RUN,,,,,,
REL-05,M9,P0,目标渠道,商店/制品,发布前后,发布授权与渠道,核对本轮明确授权的 Play/CN 范围后才运行发布技能,仅目标渠道和变更；交接文档本身不触发发布,构建、签名/hash、资产清单与真实提交/下载回执,NOT_RUN,,,,,,
REL-06,M9,P0,目标渠道,商店/制品,发布前后,上传提交回读,读处理状态/提交 ID/审核状态；CN 核对下载与 manifest hash,已上传/审核中/上线区分；不重复上传；失败不先切 manifest,构建、签名/hash、资产清单与真实提交/下载回执,NOT_RUN,,,,,,
REL-07,M9,P0,目标渠道,商店/制品,发布前后,交付证据完整性,核对所有 CSV 行、阻塞/边界、最终报告和源码/产物链接,不能隐藏无账号/硬件项；证据私密范围正确,构建、签名/hash、资产清单与真实提交/下载回执,NOT_RUN,,,,,,
